target,text
1,"Your A/c No xx1780 debited by Rs.15.00 on 23-MAY-2022 with UPI RRN:214332186486. A/c Bal is Rs. 44,691.63 CR and AVL Bal is Rs. 44,573.63 CR-MAHABANK"
0,"Recharge of Rs. 15.0 is successful for your Jio number 9834812916.
Entitlement: Benefits: Unlimited Data (1GB High Speed Data, thereafter unlimited at 64Kbps). Validity: Base Plans validity
Transaction ID: 30002336175304
To view details of your current and upcoming plan, click https://www.jio.com/dl/my_plans
To share your recharge experience, click https://www.jio.com/en-in/jio-rech-exp-survey?custid=30002336175304
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 24 May 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 04 Jun 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 1.00 GB out of 1.00 GB
Plan expiry: 04 Jun 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"100% of daily 2 GB data quota exhausted as on 23-May-22 20:17. Jio Number : 9834812916 Daily high speed data quota will be restored on 24-May-22 00:36.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.96 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 04 Jun 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 807.46 MB out of 1.00 GB
Plan expiry: 04 Jun 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,Play Along & Win exciting rewards on JioEngage every day. Play Now - https://t.jio/JCPA-SMS T&C Apply
1,"Your A/c No xx1780 debited by Rs.110.00 on 29-MAY-2022 with UPI RRN:214958568582. A/c Bal is Rs. 44,581.63 CR and AVL Bal is Rs. 44,463.63 CR-MAHABANK"
0,"Hi! Your withdrawal request of Rs.698 on My11Circle has been successfully processed. Withdrawal ID: 52547088 Transaction ID: 215079838204 In case of any issue, please contact your bank!"
1,"Your A/c No xx1780 credited by Rs.698.00 on 30-MAY-2022 with UPI RRN:215079838204. A/c Bal is Rs. 45,279.63 CR and AVL Bal is Rs. 45,161.63 CR-MAHABANK"
0,"Dear Customer, use your debit card on Mahabank ATM to avoid inter-bank transaction charges. Locate nearby Mahabank ATM using following link: https://app.mapmyindia.com/bom - MAHABANK.-MAHABANK"
1,"Your A/c No xx1780 has been debited by Rs. 4,500.00 on 31-MAY-2022 via 00306110/652155XXXXXX7756/215110014947. A/c No xx1780 Bal is Rs. 40,779.63 CR and AVL Bal is Rs. 40,661.63-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.719.00 on 04-JUN-2022 with UPI RRN:215585255286. A/c Bal is Rs. 40,060.63 CR and AVL Bal is Rs. 39,942.63 CR-MAHABANK"
1,"Your A/c No xx1780 has been debited by Rs. 500.00 on 09-JUN-2022 via NA1643C1/652155XXXXXX7756/216014413016. A/c No xx1780 Bal is Rs. 39,560.63 CR and AVL Bal is Rs. 39,442.63-MAHABANK"
0,We couldn't deliver your Appristine Technologies.. order 381121 containing Jai Shree Ram Printed Tshirts.. due to incomplete address. Please update your address using the link here https://shprkt.in/O64OMAiODi21?t=bd6db&utm=sms . Powered by Shiprocket
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 657.25 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"90% daily data quota used as on 09-Jun-22 21:58.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 657.25 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"100% of daily 2 GB data quota exhausted as on 09-Jun-22 23:40. Jio Number : 9834812916 Daily high speed data quota will be restored on 10-Jun-22 00:36.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.88 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Rs. 326.00 was spent on your ATM Card No. ending XXXX7756 AMAZONon 11-JUN-2022. A/c No xx1780 Bal is Rs. 39,234.63 CR and AVL Bal is Rs. 39,116.63-MAHABANK"
1,"Rs. 141.00 was spent on your ATM Card No. ending XXXX7756 AMAZONon 16-JUN-2022. A/c No xx1780 Bal is Rs. 39,093.63 CR and AVL Bal is Rs. 38,975.63-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.15.00 on 24-JUN-2022 with UPI RRN:217572740480. A/c Bal is Rs. 39,078.63 CR and AVL Bal is Rs. 38,960.63 CR-MAHABANK"
0,Congrats! You are eligible for Rs 200 cashback on recharging your Shiprocket wallet. Hurry!  Use Coupon code SR200CB here: bit.ly/SR200. T&C*. Powered by Shiprocket
0,"More is sometimes less! For MRP
Buy 3, Get 20% Off | Buy 2, Get 15% Off
Free Shipping @ Myntra's Sale-A-Bration
http://smsd.in/b81TUMjuy"
0,"Congrats 98348126, 8850 Bonus! Millionaire Series on Junglee Rummy! Prize Pool: 50,000,000 (5CR) Entry Fees - Win Now - http://1kx.in/X03x5uwarJO"
0,"90% daily data quota used as on 24-Jun-22 20:46.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"100% of daily 2 GB data quota exhausted as on 24-Jun-22 21:03. Jio Number : 9834812916 Daily high speed data quota will be restored on 25-Jun-22 00:36.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips"
1,"BOM Acct xx1780 credited by Rs. 10,000.00 on  27-JUN-2022. AVL Bal Rs. 48,960.63. WhatsApp Banking https://wa.me/917066036640 -MAHABANK"
1,"Your A/c No xx1780 credited by Rs.800.00 on 29-JUN-2022 with UPI RRN:218083309630. A/c Bal is Rs. 49,078.63 CR and AVL Bal is Rs. 48,960.63 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.15.00 on 30-JUN-2022 with UPI RRN:218113153518. A/c Bal is Rs. 49,063.63 CR and AVL Bal is Rs. 48,945.63 CR-MAHABANK"
0,"90% daily data quota used as on 30-Jun-22 20:26.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"100% of daily 2 GB data quota exhausted as on 30-Jun-22 21:55. Jio Number : 9834812916 Daily high speed data quota will be restored on 01-Jul-22 00:36.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.56 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 937.95 MB out of 1.00 GB
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"ANGEL ONE LIMITED on 18-06-22 reported your Fund bal Rs.0 & Securities bal 0. This excludes your Bank, DP & PMS bal with the broker-NSE"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.12 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 937.95 MB out of 1.00 GB
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"50% Daily Data quota used as on 01-Jul-22 16:15.
Jio Number : 9834812916
Daily Data quota as per plan : 2 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 02 Jul 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 937.95 MB out of 1.00 GB
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 debited by Rs.4,700.00 on 02-JUL-2022 with UPI RRN:218352320644. A/c Bal is Rs. 44,589.63 CR and AVL Bal is Rs. 44,471.63 CR-MAHABANK"
0,"Balance for Jio Number 9834812916: Data speed reduced to 64kbps.
1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 06 Jul 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 credited by Rs.1.00 on 05-JUL-2022 with UPI RRN:218683635761. A/c Bal is Rs. 44,590.63 CR and AVL Bal is Rs. 44,472.63 CR-MAHABANK"
1,"Your A/c No xx1780 credited by Rs.6,500.00 on 05-JUL-2022 with UPI RRN:218683711556. A/c Bal is Rs. 51,090.63 CR and AVL Bal is Rs. 50,972.63 CR-MAHABANK"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 502.90 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 15 Plan: 
Data: 0 MB out of 1.00 GB.
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"90% daily data quota used as on 07-Jul-22 23:10.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"Balance for Jio Number 9834812916: Data speed reduced to 64kbps.
1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 08 Jul 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.99 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"You are enjoying CINE ACTIVE SERVICE for free till 10-07-22.To continue this service at just Rs24/mnth,give missed call @ 18003157753 from RMN. DishTv"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.36 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 credited by Rs.1,000.00 on 06-JUL-2022 with UPI RRN:218792925098. A/c Bal is Rs. 52,090.63 CR and AVL Bal is Rs. 51,972.63 CR-MAHABANK"
0,Placed: Flipkart Order for ARTHASHASTRA+1 item is placed & will be delivered by 12-Jul. Manage: http://fkrt.it/34IHTENNNN  
1,"Your A/c No xx1780 debited by Rs.50.00 on 07-JUL-2022 with UPI RRN:218870702292. A/c Bal is Rs. 52,040.63 CR and AVL Bal is Rs. 51,922.63 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.230.00 on 08-JUL-2022 with UPI RRN:218992037722. A/c Bal is Rs. 51,810.63 CR and AVL Bal is Rs. 51,692.63 CR-MAHABANK"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 450.16 MB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Balance for Jio Number 9834812916: Data speed reduced to 64kbps.
1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 09 Jul 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"Balance for Jio Number 9834812916: Data speed reduced to 64kbps.
1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 09 Jul 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"90% daily data quota used as on 08-Jul-22 20:55.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
0,"100% of daily 2 GB data quota exhausted as on 08-Jul-22 21:04. Jio Number : 9834812916 Daily high speed data quota will be restored on 09-Jul-22 00:36.
To know where you have consumed your data quota, click http://tiny1.jio.com/HelpfulTips"
0,Hello raj tuza what's up no patove re
0,"Telegram code: 29288

You can also tap on this link to log in:
https://t.me/login/29288

oLeq9AcOZkT"
1,"Your A/c No xx1780 has been debited by Rs. 3,000.00 on 09-JUL-2022 via NA1643C1/652155XXXXXX7756/219007412941. A/c No xx1780 Bal is Rs. 43,810.63 CR and AVL Bal is Rs. 43,692.63-MAHABANK"
1,"Your A/c No xx1780 has been debited by Rs. 5,000.00 on 09-JUL-2022 via NA1643C1/652155XXXXXX7756/219007412939. A/c No xx1780 Bal is Rs. 46,810.63 CR and AVL Bal is Rs. 46,692.63-MAHABANK"
0,"Hey RAJ THAKARE, FREE entry worth Rs.25 to join ENG vs IND expires soon! Join NOW & win big: dream11.com/leagues - Dream11"
0,Your order from Yogoda Satsanga is dispatched through Blue Dart Awb# 39277256756 will be delivered by 14-JUL-22.Track us on www.bluedart.com
1,"Your A/c No xx1780 debited by Rs.346.00 on 10-JUL-2022 with UPI RRN:219108131346. A/c Bal is Rs. 43,464.63 CR and AVL Bal is Rs. 43,346.63 CR-MAHABANK"
0,"VC:02800179827
Amt Rcvd:Rs346
Switchoff dt:08-08-22
Give missed call @18002702102 for 102 error ONTV .DishTv"
0,"Hey RAJ THAKARE, FREE entry worth Rs.25 to join ENG vs IND expires soon! Join NOW & win big: dream11.com/leagues - Dream11"
0,9900 is your PrepInsta OTP. Follow us on Instagram to get offcampus updates. Thanks Team PrepInsta <3
0,"CINE ACTIVE SERVICE service activated for FREE will end today.To continue this chnl at just Rs24/mnth,give missed call @ 18003157753 from RMN. DishTv"
0,We'd love to hear from you. Thank you for recharging your DishTV. Share your feedback with us. Click http://dishd2h.in/DUvfEPfvFML
1,"Your A/c No xx1780 debited by Rs.476.00 on 12-JUL-2022 with UPI RRN:219383097861. A/c Bal is Rs. 42,988.63 CR and AVL Bal is Rs. 42,870.63 CR-MAHABANK"
0,Verification code for Testbook is 231500. Now enjoy free tests on App: http://bit.ly/2qOLZXw | Get Free classes on Testbook YT channel: https://link.testbook.com/e/GoL9yYexxeb  @testbook.com #231500
0,"?? ?????? ??? ????????????? ??? ??? ???, ????? ?????????? ???? ?????? ??? ????? ??????? ???? ??????? ???? ???, ?? ?????? ?????? ?????? ??? ???? ???? 1800110420/1963 ?? ????."
0,We will deliver your shipment#39277256756 today. Contactless Delivery no signature will be taken; Please support our courier. Fraud Alert:- Blue Dart is reachable ONLY on 1860 233 1234 or write to us on Customerservice@bluedart.com . Track on http://bluedart.in/?39277256756
0,Thank you for cooperating in the standard / contactless delivery of your shpt vide Blue Dart Awb#39277256756 to RAJ. Please acknowledge delivery on  https://t4w8.page.link/SgQfg
0,Ready to Ship: Your Flipkart order for Eduway Non Magnetic Me... will be shipped soon. Manage order here: http://fkrt.it/FMrzsGuuuN
0,"We know you love a good deal!
Buy 1 @ Rs.699 & get an extra item for Rs.49
Free Shipping @ Myntra Fashion Carnival
http://smsd.in/bA1iJmMyQ"
0,"Dear Gaana User, attempt to renew your subscription worth Rs.399.00 has failed. We will retry shortly, please maintain sufficient balance. More details here: www.gaana.com/myzone Your bank may apply charges for failed attempts."
1,"Your A/c No xx1780 debited by Rs.175.00 on 20-JUL-2022 with UPI RRN:220157904569. A/c Bal is Rs. 42,795.93 CR and AVL Bal is Rs. 42,677.93 CR-MAHABANK"
0,"It's the last day of Myntra Fashion Carnival!
Get Extra Rs.400 Off on top styles
Shop now with Free Shipping
http://smsd.in/bAHRHlXUa"
0,"Dear Gaana User, attempt to renew your subscription worth Rs.399.00 has failed. We will retry shortly, please maintain sufficient balance. More details here: www.gaana.com/myzone Your bank may apply charges for failed attempts."
1,"Your A/c No xx1780 debited by Rs.149.00 on 22-JUL-2022 with UPI RRN:220310695827. A/c Bal is Rs. 42,646.93 CR and AVL Bal is Rs. 42,528.93 CR-MAHABANK"
0,Winner! You have won Rs. 8850 welcome bonus on Junglee Rummy. Download the app to claim:   http://1kx.in/XBglW6Csg8t
0,"Dear Gaana User, attempt to renew your subscription worth Rs.399.00 has failed. We will retry shortly, please maintain sufficient balance. More details here: www.gaana.com/myzone Your bank may apply charges for failed attempts."
0,"Txn number 94802435
Amt 102923/-"
0,"One nation. One emotion. One identity. This 15th Aug, bring home the National Flag & celebrate Azadi Ka Amrit Mahotsav with Har Ghar Tiranga."
1,"Your A/c No xx1780 debited by Rs.500.00 on 26-JUL-2022 with UPI RRN:220784133866. A/c Bal is Rs. 42,146.93 CR and AVL Bal is Rs. 42,028.93 CR-MAHABANK"
0,G-931705 is your Google verification code.
1,"Your A/c No xx1780 debited by Rs.2,200.00 on 02-AUG-2022 with UPI RRN:221459787092. A/c Bal is Rs. 78,884.93 CR and AVL Bal is Rs. 78,766.93 CR-MAHABANK"
0,We will deliver your shipment#39277297043 today. Contactless Delivery no signature will be taken; Please support our courier. Fraud Alert:- Blue Dart is reachable ONLY on 1860 233 1234 or write to us on Customerservice@bluedart.com . Track on http://bluedart.in/?39277297043
0,We will deliver your shipment#39277297043 today. Contactless Delivery no signature will be taken; Please support our courier. Fraud Alert:- Blue Dart is reachable ONLY on 1860 233 1234 or write to us on Customerservice@bluedart.com . Track on http://bluedart.in/?39277297043
1,"Your A/c No xx1780 credited by Rs.2,200.00 on 02-AUG-2022 with UPI RRN:221409303186. A/c Bal is Rs. 81,084.93 CR and AVL Bal is Rs. 80,966.93 CR-MAHABANK"
0,DishTV VC02800179827 will SWITCH OFF in 3 Days. Rechrge with total mnthly amt of Rs293+Tax=346. Click goo.gl/14DM0F to rechrge. For NEW PACKS Click bit.ly/3y4NtTm
0,"Dear Customer,
As per your request, your JioTune song has been changed  for your Jio Number 9834812916.
Charges: Rs. 0.0
To Deactivate, please  call 155223 or SMS STOP to 56789.
Thankyou, 
Team Jio."
0,"50% Daily Data quota used as on 05-Aug-22 15:42.
Jio Number : 9834812916
Daily Data quota as per plan : 2 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
1,"Your A/c No xx1780 debited by Rs.2,500.00 on 03-AUG-2022 with UPI RRN:221466614897. A/c Bal is Rs. 78,584.93 CR and AVL Bal is Rs. 78,466.93 CR-MAHABANK"
0,"DEAR TRADER

TRADE WITH EXPERTS& GET PROFIT
50K
DAILY ONLY 1 SURE LEVEL IN
BANKNIFTY.

1st EARN THEN PAY.INVEST SUB TO 
MKT RISK. 
MORE DET CALL ON 8866348903"
1,"Your A/c No xx1780 credited by Rs.440.00 on 03-AUG-2022 with UPI RRN:221575434774. A/c Bal is Rs. 79,024.93 CR and AVL Bal is Rs. 78,906.93 CR-MAHABANK"
0,"Before dealing with Investment Advisor (IA), check if it is registered with SEBI. Click https://wwk.nu/FLKKykLc for list of registered IAs - NSE"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 1.21 GB out of 2.00 GB/day
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 1.86 GB out of 6.00 GB
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
1,"Your A/c No xx1780 debited by Rs.5,000.00 on 07-AUG-2022 with UPI RRN:221971346616. A/c Bal is Rs. 73,815.93 CR and AVL Bal is Rs. 73,697.93 CR-MAHABANK"
1,"Your A/c No xx1780 debited by Rs.209.00 on 06-AUG-2022 with UPI RRN:221846868374. A/c Bal is Rs. 78,815.93 CR and AVL Bal is Rs. 78,697.93 CR-MAHABANK"
0,"Big savings ahead for you!
Buy 3 @ 20% Off | Buy 2 @ 15% Off
Free Shipping @ Myntra Right To Fashion Sale
http://smsd.in/bCp2MEATs"
0,"Dear Prize Pool - 1,36,00,000, Rs.1500 Welcome Bonus IND vs WI, T20 Match on My11Circle First Prize - Thar Entry Fee - 49 Join - http://2lm.in/xO2mqc"
0,"Balance for Jio Number 9834812916: 1) Rs 719-3m-2GB/D Plan: 
Data: 0 MB out of 2.00 GB. Data quota renews on 07 Aug 2022, 12:36 AM.
SMS: 100 out of 100/day
Plan expiry: 27 Aug 2022, 12:55 PM
2) MRP 61 Plan: 
Data: 1.60 GB out of 6.00 GB
Plan expiry: 27 Aug 2022, 12:55 PM
3) Top-Up Balance: Rs.4.65 
For more details, click https://www.jio.com/dl/dashboard_home For anything related to Jio, use HelloJio - your 24X7 virtual assistant. Click  https://www.jio.com/dl/ask_jio"
0,"90% daily data quota used as on 06-Aug-22 21:48.
Jio Number : 9834812916
For tips on how to manage data quota effectively, click https://youtu.be/ZFUDydctV78
If you do not have any other data plan, your internet speed will be reduced on consumption of 2 GB.
To continue enjoying high speed internet, click https://www.jio.com/dl/data_voucher and recharge.
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
1,"Rs. 346.00 was spent on your ATM Card No. ending XXXX7756 AMAZONon 08-AUG-2022. A/c No xx1780 Bal is Rs. 73,469.93 CR and AVL Bal is Rs. 73,351.93-MAHABANK"
0,I'll call you later.
1,"Your A/c No xx1780 debited by Rs.100.00 on 13-AUG-2022 with UPI RRN:222590629189. A/c Bal is Rs. 73,369.93 CR and AVL Bal is Rs. 73,251.93 CR-MAHABANK"
0,"Hi there! Opt for a SWEETER LIFE & SWEETER SIGHTS with Lenskart's new ROMAN HOLIDAY range by John Jacobs.

App: lskt.me/j4

Store: lskt.me/u2

Chat: lskt.me/wc"
0,"Good News..!!

Your Loan Amount for Rs.80000.00 Is Successfully Approved.

Check Your Loan Status msg9.me/fmj5t"
1,"Rs. 141.00 was spent on your ATM Card No. ending XXXX7756 AMAZONon 17-AUG-2022. A/c No xx1780 Bal is Rs. 73,228.93 CR and AVL Bal is Rs. 73,110.93-MAHABANK"
0,"Dear Customer,Your RailWire WiFi OTP is 6940"
0,"Dear Customer,Your ICICI Credit Card Points Worth Rs.6850 Will Expired Tomorrow. Kindly Redeem Points In Cashback By Clicking
https://cutt.ly/QLFzVLz
-DCEnter"
0,"50% Daily Data quota used as on 18-Aug-22 18:32.
Jio Number : 9834812916
Daily Data quota as per plan : 2 GB
To know more on how to manage your account through MyJio app, click https://youtu.be/tchuJvIv_9I
Dial 1991, to know your current balance, validity, plan details and for exciting recharge plans."
1,"Your A/c No xx1780 debited by Rs.40.00 on 18-AUG-2022 with UPI RRN:223096833009. A/c Bal is Rs. 73,188.93 CR and AVL Bal is Rs. 73,070.93 CR-MAHABANK"
1,"Your a/c xxxx1780 has been credited by Rs. 27.00 on 22-AUG-2022 by ACH DABUR INDIA LIM 6603146. A/c Bal is Rs. 73,215.93 CR and AVL Bal is Rs. 73,097.93-MAHABANK"
0,"Your plan for Jio no 9834812916 expires on 27-08-2022 .Avoid STOPPAGE of services,RECHARGE Now Click www.jio.com/r/Je9OJtZgJ .For other plans, call 1991."
0,"Your Jio no 9834812916 plan expires soon. Get 100% value back on recharge with Rs.2999. Enjoy 2.5 GB/Day, Unlimited Voice, 365 Days Validity + 1 year Disney+ Hotstar mobile subscription. Recharge: www.jio.com/r/uiLnYso0r . T&C apply."
0,"Recharge today on PhonePe your Jio no. 9834812916 with Rs.2999 (Disney+ Hotstar Mobile Annual subscription,Data 2.5GB/day,Voice Unlimited for 365 Days) Jio Independence Offer - Get benefits worth Rs.3000.Also get PhonePe rewards upto 400 by paying via UPI T&CA. Click https://phon.pe/jion1"
